"Name","DepartmentName","Region","City","AnnualCtc"
"IT"," Europe"," Washington"," 45322.0"," rolf.clary@walmart.com"
"IT"," Europe"," Washington"," 41349.0"," arvilla.lyons@gmail.com"
"IT"," Europe"," Washington"," 41647.0"," chantel.marble@hotmail.com"
"IT"," Europe"," Washington"," 48955.0"," marjory.van@hotmail.com"
"IT"," Europe"," Washington"," 42487.0"," georgine.mcfarlane@yahoo.com"
"IT"," Europe"," Washington"," 48326.0"," tobi.pratt@gmail.com"
"IT"," Europe"," Washington"," 46951.0"," danilo.donley@shell.com"
"IT"," Europe"," Washington"," 44445.0"," robin.cooks@yahoo.co.uk"
"IT"," Europe"," Washington"," 46296.0"," mitchel.cornelius@hotmail.com"
"IT"," Europe"," Washington"," 46403.0"," samara.ellsworth@hotmail.com"
"IT"," Europe"," Washington"," 45844.0"," jarrett.ybarra@gmail.com"
"IT"," Europe"," Washington"," 45938.0"," lionel.numbers@gmail.com"
"IT"," Europe"," Washington"," 48626.0"," mervin.collier@aol.com"
"IT"," Europe"," Washington"," 41140.0"," richie.higdon@gmail.com"
"IT"," Europe"," Washington"," 44173.0"," seth.somerville@yahoo.co.in"
"IT"," Europe"," Washington"," 42052.0"," lindy.barney@shaw.ca"
"IT"," Europe"," Washington"," 42572.0"," kay.orta@aol.com"
"IT"," Europe"," Washington"," 43222.0"," valentine.hale@gmail.com"
"IT"," Europe"," Washington"," 47561.0"," magan.rivers@earthlink.net"
"IT"," Europe"," Washington"," 44150.0"," fatimah.sayre@gmail.com"
"IT"," Europe"," Washington"," 49664.0"," michel.lay@yahoo.com"
"IT"," Europe"," Washington"," 45549.0"," daryl.yarborough@gmail.com"
"IT"," Europe"," Washington"," 45650.0"," catarina.pitcher@charter.net"
"IT"," Europe"," Washington"," 47706.0"," raleigh.osorio@yahoo.com"
"IT"," Europe"," Washington"," 45913.0"," alan.zimmerman@bellsouth.net"
"IT"," Europe"," Washington"," 45909.0"," cordelia.mendenhall@yahoo.com"
"IT"," Europe"," Washington"," 45139.0"," ira.hampton@hotmail.com"
"IT"," Europe"," Washington"," 41318.0"," lyman.bingham@btinternet.com"
"IT"," Europe"," Washington"," 42364.0"," jenice.grubb@gmail.com"
"IT"," Europe"," Washington"," 41635.0"," herlinda.hansen@gmail.com"
"IT"," Europe"," Washington"," 44887.0"," erlene.pennington@yahoo.com"
"IT"," Europe"," Washington"," 45817.0"," jaclyn.patrick@gmail.com"
"IT"," Europe"," Washington"," 42407.0"," lawrence.york@gmail.com"
"IT"," Europe"," Washington"," 44336.0"," ollie.nash@gmail.com"
"IT"," Europe"," Washington"," 42906.0"," adina.mccollum@gmail.com"
"IT"," Europe"," Washington"," 49403.0"," stormy.dennison@yahoo.co.in"
"IT"," Europe"," Washington"," 43511.0"," harriett.johns@gmail.com"
"IT"," Europe"," Washington"," 43441.0"," emanuel.murrell@yahoo.com"
"IT"," Europe"," Washington"," 45729.0"," tyrone.jorgenson@aol.com"
"IT"," Europe"," Washington"," 41506.0"," librada.keane@hotmail.com"
"IT"," Europe"," Washington"," 40440.0"," raymundo.walden@hotmail.com"
"IT"," Europe"," Washington"," 43574.0"," barbie.goldberg@bp.com"
"IT"," Europe"," Washington"," 49990.0"," millie.martindale@exxonmobil.com"
"IT"," Europe"," Washington"," 40814.0"," jarod.garcia@msn.com"
"IT"," Europe"," Washington"," 40560.0"," renaldo.cade@gmail.com"
"IT"," Europe"," Washington"," 43964.0"," edison.lehmann@aol.com"
"IT"," Europe"," Washington"," 44240.0"," korey.naquin@yahoo.com"
"IT"," Europe"," Washington"," 43994.0"," leland.peebles@rediffmail.com"
"IT"," Europe"," Washington"," 42780.0"," gita.lam@hotmail.com"
"IT"," Europe"," Washington"," 46345.0"," ann.watt@gmail.com"
"IT"," Europe"," Washington"," 44145.0"," adina.rendon@gmail.com"
"IT"," Europe"," Washington"," 48708.0"," osvaldo.shell@outlook.com"
"IT"," Europe"," Washington"," 45637.0"," ellie.turner@yahoo.com"
"IT"," Europe"," Washington"," 42827.0"," lashaunda.broome@shaw.ca"
"IT"," Europe"," Washington"," 40690.0"," andre.morrissey@hotmail.com"
"IT"," Europe"," Washington"," 48941.0"," lovella.penrod@gmail.com"
"IT"," Europe"," Washington"," 47841.0"," lucrecia.terry@gmail.com"
"IT"," Europe"," Washington"," 47574.0"," son.rich@shell.com"
"IT"," Europe"," Washington"," 45245.0"," emerson.romo@yahoo.co.uk"
"IT"," Europe"," Washington"," 43508.0"," kacey.bustamante@gmail.com"
"IT"," Europe"," Washington"," 48314.0"," harlan.ellsworth@yahoo.com"
"IT"," Europe"," Washington"," 40400.0"," german.duff@gmail.com"
"IT"," Europe"," Washington"," 43178.0"," azzie.butcher@aol.com"
"IT"," Europe"," Washington"," 41744.0"," kelley.somers@shell.com"
"IT"," Europe"," Washington"," 43351.0"," liana.kidd@outlook.com"
"IT"," Europe"," Washington"," 41175.0"," lorie.crabtree@gmail.com"
"IT"," Europe"," Washington"," 49692.0"," wilhelmina.yazzie@hotmail.com"
"IT"," Europe"," Washington"," 44314.0"," christopher.cochran@hotmail.com"
"IT"," Europe"," Washington"," 48692.0"," lucy.mathews@shaw.ca"
"IT"," Europe"," Washington"," 48328.0"," man.shirley@exxonmobil.com"
"IT"," Europe"," Washington"," 46982.0"," filomena.pitt@rediffmail.com"
"IT"," Europe"," Washington"," 46278.0"," irena.clanton@apple.com"
"IT"," Europe"," Washington"," 44690.0"," terrell.leahy@hotmail.com"
"IT"," Europe"," Washington"," 46464.0"," harrison.glover@gmail.com"
"IT"," Europe"," Washington"," 40550.0"," edmund.sherwood@gmail.com"
"IT"," Europe"," Washington"," 49535.0"," dorian.baines@ntlworld.com"
"IT"," Europe"," Washington"," 44901.0"," damion.travis@yahoo.com"
"IT"," Europe"," Washington"," 45843.0"," vernon.mcgough@gmail.com"
"IT"," Europe"," Washington"," 40929.0"," marcene.lincoln@yahoo.com"
"IT"," Europe"," Washington"," 48000.0"," clarence.rickard@shell.com"
"IT"," Europe"," Washington"," 43195.0"," davis.labbe@gmail.com"
"IT"," Europe"," Washington"," 41914.0"," setsuko.solano@gmail.com"
"IT"," Europe"," Washington"," 46667.0"," nan.doll@hotmail.co.uk"
"IT"," Europe"," Washington"," 40280.0"," alma.peachey@yahoo.co.uk"
"IT"," Europe"," Washington"," 49902.0"," theressa.bonds@yahoo.com"
"IT"," Europe"," Washington"," 49970.0"," jay.blanton@gmail.com"
"IT"," Europe"," Washington"," 46893.0"," alfred.mackenzie@hotmail.com"
"IT"," Europe"," Washington"," 48266.0"," micah.autry@gmail.com"
"IT"," Europe"," Washington"," 47241.0"," byron.hodgson@gmail.com"
"IT"," Europe"," Washington"," 40342.0"," karena.chapin@hotmail.com"
"IT"," Europe"," Washington"," 44010.0"," devin.breen@gmail.com"
"IT"," Europe"," Washington"," 49508.0"," tiara.elliott@sbcglobal.net"
"IT"," Europe"," Washington"," 41451.0"," taren.cash@gmail.com"
"IT"," Europe"," Washington"," 46039.0"," arnoldo.brand@yahoo.com"
"IT"," Europe"," Washington"," 41928.0"," stephania.burnside@gmail.com"
"IT"," Europe"," Washington"," 42209.0"," leanora.sinclair@gmail.com"
"IT"," Europe"," Washington"," 41584.0"," lorenzo.houston@ntlworld.com"
